Date,Day,Time,Road,RunsRoad,Home,RunsHome,Innings,DH,OriginalScheduleReference,Rescheduled,LinescoreReference,BoxscoreReference,PostponementReason,ShortenedGameReason,NeutralSiteInfo,Notes,Winner,Loser,Tie
7/18/1946,Thu,5:45pm,Lynn,25,Portland,5,7,,BG March 17; TSN May 16,,PJ0719 PT0719,,,Darkness,,Called due to darkness; TSN0731: New England League records set for runs by one team (25) most hits (23) most successive batsmen to reach base in one inning (10 in 4th) most successive hits in one inning (7 in 5th). Jack Kendrick gave up 17 hits and 21 runs in 5 innings.,Lynn,Portland,
7/19/1946,Fri,7:30pm,Portland,3,Pawtucket,5,7,Game1,BG March 17; TSN May 16,,,PJ0720 PT0720,,,,Scheduled 7-inning game,Pawtucket,Portland,
7/19/1946,Fri,,Portland,5,Pawtucket,4,,Game2,,MAKEUP,,PJ0720 PT0720,,,,,Portland,Pawtucket,
7/19/1946,Fri,8:30pm,Lawrence,7,Providence,8,10,,BG March 17; TSN May 16,,PT0720,PJ0720,,,,,Providence,Lawrence,
7/19/1946,Fri,8:30pm,Fall River,0,Lynn,15,,,BG March 17; TSN May 16,,PT0720,PJ0720 FR0720,,,,PJ says 8 innings but FR and TSN indicates 9 innings. TSN0731: Walter Cress 2 hits 1 walk; gave up a hit to leadoff batter in first (next batter hit into double play) and a second hit with two out in 9th. Cress retired 18 in a row before walk in 7th. 14 strikeouts.,Lynn,Fall River,
7/19/1946,Fri,8:30pm,Nashua,11,Manchester,7,,,BG March 17; TSN May 16,,PJ0720 PT0720,NT0720,,,,,Nashua,Manchester,
7/20/1946,Sat,8:30pm,Lawrence,6,Pawtucket,3,,,BG March 17; TSN May 16,,,PJ0721 PT0722,,,,,Lawrence,Pawtucket,
7/20/1946,Sat,8:30pm,Manchester,4,Providence,3,,,BG March 17; TSN May 16,,,PJ0721,,,,,Manchester,Providence,
7/20/1946,Sat,7pm,Portland,2,Fall River,3,7,Game1,BG March 17; TSN May 16,,,PJ0721 FR0721,,,,Scheduled 7-inning game,Fall River,Portland,
7/20/1946,Sat,9pm,Portland,6,Fall River,1,,Game2,BG March 17; TSN May 16,,,PJ0721 FR0722,,,,,Portland,Fall River,
7/21/1946,Sun,3pm,Nashua,6,Pawtucket,1,,Game1,BG March 17; TSN May 16,,,PJ0722 PT0722 NT0722,,,,,Nashua,Pawtucket,
7/21/1946,Sun,8:30pm,Nashua,3,Pawtucket,2,,Game2,BG March 17; TSN May 16,,,PJ0722 PT0722 NT0722,,,,NT0722 has league attendance figures,Nashua,Pawtucket,
7/21/1946,Sun,3pm,Providence,12,Fall River,4,,,BG March 17; TSN May 16,,PT0722 BG0722,PJ0722 FR0722,,,,,Providence,Fall River,
7/21/1946,Sun,8:30pm,Fall River,2,Providence,10,,,BG March 17; TSN May 16,,PT0722,PJ0722 FR0722,,,,,Providence,Fall River,
7/21/1946,Sun,3pm,Manchester,2,Lynn,0,,Game1,BG March 17; TSN May 16,,PJ0722 PT0722,,,,,,Manchester,Lynn,
7/21/1946,Sun,2pm,Lawrence,,Portland,,,Game1,BG March 17; TSN May 16,RAINEDOUT,,,Rain,,,,,,
7/21/1946,Sun,,Lawrence,,Portland,,,Game2,BG March 17; TSN May 16,RAINEDOUT,,,Rain,,,,,,
7/21/1946,Sun,8:30pm,Lynn,,Manchester,,,Game2,BG March 17; TSN May 16,RAINEDOUT,,,Rain,,,NT0722 confirms this was scheduled to be played at Manchester,,,
7/22/1946,Mon,8:30pm,Lynn,,Pawtucket,,,,BG March 17; TSN May 16,RAINEDOUT,,,Rain,,,,,,
7/22/1946,Mon,8:30pm,Portland,,Nashua,,,,BG March 17; TSN May 16,RAINEDOUT,,,Rain,,,,,,
7/22/1946,Mon,8:30pm,Manchester,,Lawrence,,,,BG March 17; TSN May 16,RAINEDOUT,,,Rain,,,,,,
7/23/1946,Tue,8:30pm,Pawtucket,,Providence,,,,BG March 17; TSN May 16,RAINEDOUT,,,Rain,,,,,,
7/23/1946,Tue,8:30pm,Nashua,,Lynn,,,,BG March 17; TSN May 16,RAINEDOUT,,,Rain,,,,,,
7/23/1946,Tue,8:30pm,Lawrence,,Fall River,,,,BG March 17; TSN May 16,RAINEDOUT,,,Rain,,,FR0724 has NE League attendance figures for May 8 - July 14 for the week ending July 14,,,
7/23/1946,Tue,3pm,Manchester,,Portland,,,Game1,BG March 17; TSN May 16,RAINEDOUT,,,Rain,,,,,,
7/23/1946,Tue,,Manchester,,Portland,,,Game2,,MAKEUP,,,,,,,,,
7/24/1946,Wed,8:30pm,Nashua,9,Providence,3,10,,BG March 17; TSN May 16,,PT0725 BG0725,PJ0725 NT0725,,,,,Nashua,Providence,
7/24/1946,Wed,8:30pm,Fall River,0,Lawrence,14,,,BG March 17; TSN May 16,,PT0725 BG0725,FR0725,,,,"George ""Lefty"" Kadis no-hitter",Lawrence,Fall River,
7/24/1946,Wed,8:30pm,Pawtucket,6,Lynn,8,,,BG March 17; TSN May 16,,BG0725,PJ0725 PT0725,,,,,Lynn,Pawtucket,
7/24/1946,Wed,8:30pm,Portland,1,Manchester,12,,,BG March 17; TSN May 16,,PT0725 BG0725,,,,,,Manchester,Portland,
7/25/1946,Thu,8:30pm,Manchester,9,Pawtucket,4,,,BG March 17; TSN May 16,,,PJ0726 PT0726,,,,,Manchester,Pawtucket,
7/25/1946,Thu,8:30pm,Lynn,3,Nashua,4,,,BG March 17; TSN May 16,,PJ0726 PT0726,NT0726,,,,,Nashua,Lynn,
7/25/1946,Thu,7pm,Providence,0,Lawrence,10,7,Game1,BG March 17; TSN May 16,,PT0726,PJ0726,,,,Scheduled 7-inning game,Lawrence,Providence,
7/25/1946,Thu,,Providence,4,Lawrence,9,,Game2,BG March 17; TSN May 16,,PT0726,PJ0726,,,,,Lawrence,Providence,
7/25/1946,Thu,5:45pm,Fall River,10,Portland,6,8,,BG March 17; TSN May 16,,PT0726,PJ0726 FR0726poor,,Darkness,,Called due to darkness,Fall River,Portland,
7/26/1946,Fri,8:30pm,Providence,5,Pawtucket,2,,,BG March 17; TSN May 16,,,PJ0727 PT0727,,,,,Providence,Pawtucket,
7/26/1946,Fri,6:30pm,Portland,6,Lynn,4,7,Game1,BG March 17; TSN May 16,,PJ0727 PT0727 BG0727,,,,,Scheduled 7-inning game,Portland,Lynn,
7/26/1946,Fri,,Portland,4,Lynn,9,,Game2,BG March 17; TSN May 16,,PJ0727 PT0727 BG0727,,,,,"TSN0807: During one of these games, Lynn OF Bill Boyce got into an argument with manager Pip Kennedy ""over strategy""; Boyce was pulled from the game and later indefinitely suspended ""for insubordination."" TSN0814 has note that Boyce had been a FB for Boston College 1941-42 before WWII and has received offers from NY Giants and LA Rams to play for them in the fall.",Lynn,Portland,
7/26/1946,Fri,8:30pm,Lawrence,6,Manchester,3,,,BG March 17; TSN May 16,,PJ0727 PT0727 BG0727,,,,,,Lawrence,Manchester,
7/27/1946,Sat,8:30pm,Portland,3,Providence,9,,,BG March 17; TSN May 16,,,PJ0728poor,,,,,Providence,Portland,
7/27/1946,Sat,8:30pm,Nashua,9,Lawrence,10,,,BG March 17; TSN May 16,,BG0728 PJ0728poor,NT0729notperfect,,,,,Lawrence,Nashua,
7/27/1946,Sat,8:30pm,Pawtucket,9,Fall River,1,,,BG March 17; TSN May 16,,BG0728,PT0729 PJ0728poor FR0729,,,,,Pawtucket,Fall River,
7/27/1946,Sat,8:30pm,Lynn,6,Manchester,2,,,BG March 17; TSN May 16,,BG0728 PJ0728poor,,,,,,Lynn,Manchester,
7/28/1946,Sun,Night,Lawrence,0,Pawtucket,2,,,BG March 17; TSN May 16,,,PT0729 PJ0729,,,,NT0729 says 2-1,Pawtucket,Lawrence,
7/28/1946,Sun,2:30pm,Pawtucket,3,Providence,5,,Game1,,MAKEUP,,PT0729 PJ0729,,,,,Providence,Pawtucket,
7/28/1946,Sun,8:30pm,Manchester,19,Providence,10,,Game2,BG March 17; TSN May 16,,PT0729,PJ0729,,,,,Manchester,Providence,
7/28/1946,Sun,,Fall River,13,Lynn,11,,Game1,BG March 17; TSN May 16,,PT0729,PJ0729 FR0729,,,,TSN0807: In one of these games Jim Davis of Lynn hit Jerry Duant in jaw and knocked him out; Duant needed 3 stitches at Lynn Hospital.,Fall River,Lynn,
7/28/1946,Sun,,Fall River,1,Lynn,14,,Game2,,,PT0729,PJ0729 FR0729,,,,,Lynn,Fall River,
7/28/1946,Sun,,Nashua,12,Portland,6,7,Game1,BG March 17; TSN May 16,,PT0729 PJ0729,NT0729notperfect,,,,Scheduled 7-inning game,Nashua,Portland,
7/28/1946,Sun,,Nashua,13,Portland,4,,Game2,BG March 17; TSN May 16,,PT0729 PJ0729,NT0729notperfect,,,,NT0729 league attendance,Nashua,Portland,
7/29/1946,Mon,8:30pm,Fall River,0,Providence,14,,,BG March 17; TSN May 16,,PT0730,PJ0730poor FR0730,,,,,Providence,Fall River,
7/29/1946,Mon,8:30pm,Lynn,13,Lawrence,15,10,,BG March 17; TSN May 16,,PJ0730poor PT0730 BG0730,,,,,,Lawrence,Lynn,
7/29/1946,Mon,3pm,Manchester,12,Portland,8,7,Game1,BG March 17; TSN May 16,,PJ0730 PT0730,,,,,Scheduled 7-inning game,Manchester,Portland,
7/29/1946,Mon,,Manchester,6,Portland,7,,Game2,,MAKEUP,PJ0730 PT0730,,,,,,Portland,Manchester,
7/29/1946,Mon,8:30pm,Pawtucket,5,Nashua,6,,,,,,PJ0730 PT0730 NT0730,,,,Originally scheduled for August 12,Nashua,Pawtucket,
7/30/1946,Tue,8:30pm,Nashua,3,Pawtucket,4,11,,BG March 17; TSN May 16,,BG0731,PT0731 NT0731,,,,,Pawtucket,Nashua,
7/30/1946,Tue,8:30pm,Lawrence,,Lynn,,,,BG March 17; TSN May 16,RAINEDOUT,,,Rain,,,,,,
7/30/1946,Tue,5:45pm,Providence,7,Portland,1,,,BG March 17; TSN May 16,,PT0731 BG0731,PJ0731,,,,,Providence,Portland,
7/31/1946,Wed,8:30pm,Fall River,4,Pawtucket,3,,,BG March 17; TSN May 16,,BG0801,PJ0801 PT0801 FR0801,,,,,Fall River,Pawtucket,
7/31/1946,Wed,7pm,Nashua,6,Lawrence,5,7,Game1,BG March 17; TSN May 16,,PJ0801 PT0801 BG0801,NT0801,,,,Scheduled 7-inning game,Nashua,Lawrence,
7/31/1946,Wed,,Nashua,0,Lawrence,2,,Game2,BG March 17; TSN May 16,,PJ0801 PT0801 BG0801,NT0801,,,,,Lawrence,Nashua,
7/31/1946,Wed,8:30pm,Providence,1,Lynn,7,,,BG March 17; TSN May 16,,PT0801 BG0801,PJ0801,,,,,Lynn,Providence,
7/31/1946,Wed,8:30pm,Portland,,Manchester,,,,BG March 17; TSN May 16,RAINEDOUT,,,Rain,,,"Game cancelled due to ""threatening weather"" per PT0801",,,
8/1/1946,Thu,8:30pm,Lynn,,Providence,,,,BG March 17; TSN May 16,RAINEDOUT,,,Rain,,,,,,
8/1/1946,Thu,6:30pm,Pawtucket,,Nashua,,,Game1,BG March 17; TSN May 16,RAINEDOUT,,,Rain,,,20-minute intermission scheduled between games,,,
8/1/1946,Thu,,Pawtucket,,Nashua,,,Game2,,MAKEUP-RAINEDOUT,,,Rain,,,,,,
8/1/1946,Thu,8:45pm,Manchester,,Fall River,,,,BG March 17; TSN May 16,RAINEDOUT,,,Rain,,,Booster Night with a 7pm prelim game between two local teams; rescheduled to Monday 8/5,,,
8/1/1946,Thu,3pm,Lawrence,,Portland,,,Game1,BG March 17; TSN May 16,RAINEDOUT,,,Rain,,,,,,
8/1/1946,Thu,,Lawrence,,Portland,,,Game2,,RAINEDOUT,,,Rain,,,,,,
8/2/1946,Fri,8:30pm,Lawrence,3,Pawtucket,1,10,,BG March 17; TSN May 16,,BG0803,PT0803 PJ0803poor,,,,,Lawrence,Pawtucket,
8/2/1946,Fri,8:30pm,Fall River,,Lynn,,,,BG March 17; TSN May 16,RAINEDOUT,,,Rain,,,,,,
8/2/1946,Fri,8:30pm,Nashua,,Manchester,,,,BG March 17; TSN May 16,RAINEDOUT,,,Rain,,,,,,
8/2/1946,Fri,8:30pm,Portland,,Providence,,,,BG March 17; TSN May 16,RAINEDOUT,,,Rain,,,,,,
8/3/1946,Sat,8:30pm,Lawrence,5,Providence,8,,,BG March 17; TSN May 16,,BG0804,PJ0804,,,,,Providence,Lawrence,
8/3/1946,Sat,8:30pm,Portland,0,Nashua,5,,,BG March 17; TSN May 16,,PJ0804,NT0805,,,,Roy Campanella's two-run triple in sixth extended his hitting streak to 21 games.,Nashua,Portland,
8/3/1946,Sat,8:30pm,Pawtucket,3,Manchester,6,,,BG March 17; TSN May 16,,BG0804,PJ0804 PT0805,,,,,Manchester,Pawtucket,
8/3/1946,Sat,Afternoon,Fall River,3,Lynn,4,,,,MAKEUP,BG0804,PJ0804 FR0805,,,,,Lynn,Fall River,
8/4/1946,Sun,8:30pm,Nashua,6,Providence,2,,,BG March 17; TSN May 16,,PT0805 BG0805 NT0805,PJ0805,,,,Roy Campanella's triple to the center field scoreboard in fourth extended his hitting streak to 22 games.,Nashua,Providence,
8/4/1946,Sun,3pm,Manchester,3,Lynn,7,,,BG March 17; TSN May 16,,PT0805 BG0805,,,,,,Lynn,Manchester,
8/4/1946,Sun,8:30pm,Lynn,0,Manchester,2,,,BG March 17; TSN May 16,,PT0805 BG0805,,,,,,Manchester,Lynn,
8/4/1946,Sun,1:30pm,Lawrence,4,Fall River,2,7,Game1,BG March 17; TSN May 16,,PT0805 BG0805,PJ0805 FR0805,,,,Scheduled 7-inning game,Lawrence,Fall River,
8/4/1946,Sun,,Lawrence,2,Fall River,0,10,Game2,,MAKEUP,PT0805 BG0805,PJ0805 FR0805,,,,"George ""Lefty"" Kadis retired 20 in a row",Lawrence,Fall River,
8/4/1946,Sun,2pm,Pawtucket,10,Portland,4,,Game1,BG March 17; TSN May 16,,,PT0805 PJ0805,,,,,Pawtucket,Portland,
8/4/1946,Sun,,Pawtucket,4,Portland,0,7,Game2,BG March 17; TSN May 16,,,PT0805 PJ0805,,,,Scheduled 7-inning game,Pawtucket,Portland,
8/5/1946,Mon,8:30pm,Providence,0,Nashua,2,,,BG March 17; TSN May 16,,PT0806 BG0806,PJ0806 NT0806,,,,Roy Campanella's hitting streak ended after 22 games. His best chance were two balls (hard grounder/liner? and grounder far to his left) to 3B which Al Suss handled and threw to first for the out. Newcombe 4-hit shutout.,Nashua,Providence,
8/5/1946,Mon,7pm,Manchester,3,Lawrence,5,7,Game1,BG March 17; TSN May 16,,PT0806 BG0806,,,,,Scheduled 7-inning game,Lawrence,Manchester,
8/5/1946,Mon,,Manchester,7,Lawrence,2,,Game2,,MAKEUP,PT0806 BG0806,,,,,,Manchester,Lawrence,
8/5/1946,Mon,8:30pm,Portland,6,Lynn,8,,,BG March 17; TSN May 16,,PJ0806 BG0806,,,,,,Lynn,Portland,
8/5/1946,Mon,8:45pm,Pawtucket,,Fall River,,,,BG March 17; TSN May 16,FOGGEDOUT,,,Fog: Scoreless thru 2nd inning,,,Game called after two innings (after a 30-minute pause) due to fog. Score was 0-0.,,,
8/6/1946,Tue,8:30pm,Portland,0,Pawtucket,10,,,BG March 17; TSN May 16,,,PJ0807 PT0807,,,,Portland's Nicholas G. Sevalen of 30 Appleton street Boston reported to police that the following were stolen from his locker while at the game: $21; tan coat; wrist watch (total estimated value $77.50),Pawtucket,Portland,
8/6/1946,Tue,8:30pm,Fall River,3,Lawrence,8,,,BG March 17; TSN May 16,,PT0807,PJ0807 FR0807,,,,,Lawrence,Fall River,
8/6/1946,Tue,6:30pm,Nashua,6,Lynn,5,11,Game1,BG March 17; TSN May 16,,,NT0807,,,,,Nashua,Lynn,
8/6/1946,Tue,,Nashua,8,Lynn,14,8,Game2,,MAKEUP,,NT0807,,Midnight Curfew,,Game called due to midnight curfew. PT and PJ list score as 13-8 but have no line score or box score.,Lynn,Nashua,
8/6/1946,Tue,8:30pm,Providence,4,Manchester,5,,,BG March 17; TSN May 16,,PT0807,PJ0807,,,,,Manchester,Providence,
8/7/1946,Wed,8:30pm,Pawtucket,,Providence,,,,BG March 17; TSN May 16,RAINEDOUT,,,Rain,,,,,,
8/7/1946,Wed,8:30pm,Fall River,,Nashua,,,,BG March 17; TSN May 16,RAINEDOUT,,,Rain,,,,,,
8/7/1946,Wed,5:45pm,Lynn,,Portland,,,,BG March 17; TSN May 16,RAINEDOUT,,,Rain,,,,,,
8/7/1946,Wed,8:30pm,Lawrence,,Manchester,,,,BG March 17; TSN May 16,RAINEDOUT,,,Rain,,,,,,
8/8/1946,Thu,7:30pm,Lynn,1,Pawtucket,2,,Game1,BG March 17; TSN May 16,,,PJ0809 PT0809,,,,,Pawtucket,Lynn,
8/8/1946,Thu,,Lynn,4,Pawtucket,1,,Game2,,MAKEUP,,PJ0809 PT0809,,,,,Lynn,Pawtucket,
8/8/1946,Thu,6:30pm,Lawrence,3,Nashua,18,7,Game1,BG March 17; TSN May 16,,PJ0809 PT0809,NT0809,,,,Scheduled 7-inning game; Campanella 4 hits and 4 runs scored,Nashua,Lawrence,
8/8/1946,Thu,,Lawrence,7,Nashua,5,,Game2,,MAKEUP,PJ0809 PT0809,NT0809,,,,,Lawrence,Nashua,
8/8/1946,Thu,7pm,Providence,9,Fall River,4,7,Game1,BG March 17; TSN May 16,,PT0809,PJ0808 FR0808,,,,Scheduled 7-inning game,Providence,Fall River,
8/8/1946,Thu,9pm,Providence,3,Fall River,1,,Game2,,,PT0809,PJ0808 FR0808,,,,,Providence,Fall River,
8/8/1946,Thu,3pm,Manchester,11,Portland,7,,Game1,BG March 17; TSN May 16,,PJ0809 PT0809,,,,,,Manchester,Portland,
8/8/1946,Thu,,Manchester,16,Portland,6,7,Game2,,MAKEUP,PJ0809 PT0809,,,,,Scheduled 7-inning game,Manchester,Portland,
8/9/1946,Fri,6:30pm,Nashua,1,Pawtucket,4,7,Game1,BG March 17; TSN May 16,,,PJ0810 PT0810 NT0810,,,,"Scheduled 7-inning game; Herb Ryan hit HR to RF which was the first Slater HR over a ""newly erected"" outfield fence and won a $25 Victory Bond from a local café",Pawtucket,Nashua,
8/9/1946,Fri,,Nashua,2,Pawtucket,1,,Game2,,MAKEUP,,PJ0810 PT0810 NT0810,,,,,Nashua,Pawtucket,
8/9/1946,Fri,8:30pm,Fall River,1,Providence,8,,,BG March 17; TSN May 16,,PT0810,PJ0810 FR0810,,,,,Providence,Fall River,
8/9/1946,Fri,8:30pm,Lawrence,9,Lynn,2,,,BG March 17; TSN May 16,,PJ0810 PT0810,,,,,,Lawrence,Lynn,
8/9/1946,Fri,6:30pm,Portland,0,Manchester,5,7,Game1,BG March 17; TSN May 16,,PJ0810 PT0810,,,,,Scheduled 7-inning game,Manchester,Portland,
8/9/1946,Fri,,Portland,9,Manchester,12,,Game2,,MAKEUP,PJ0810 PT0810,,,,,,Manchester,Portland,
8/10/1946,Sat,8:30pm,Fall River,0,Pawtucket,4,5,,BG March 17; TSN May 16,,,PJ0811 PT0812,,Rain,,Game called in sixth inning due to rain; Herb Ryan left Slaters and may be returning to college,Pawtucket,Fall River,
8/10/1946,Sat,8:30pm,Providence,,Lawrence,,,,BG March 17; TSN May 16,RAINEDOUT,,,Rain,,,,,,
8/10/1946,Sat,Afternoon,Nashua,,Fall River,,,,BG March 17; TSN May 16,RAINEDOUT,,,Rain,,,Mentioned in NT0805 schedule,,,
8/10/1946,Sat,Twilight,Lynn,,Manchester,,,Game1,BG March 17; TSN May 16,RAINEDOUT,,,Rain,,,,,,
8/10/1946,Sat,,Lynn,,Manchester,,,Game2,,MAKEUP-RAINEDOUT,,,Rain,,,,,,
8/11/1946,Sun,2:30pm,Pawtucket,3,Providence,6,,,,MAKEUP,BG0812,PJ0812 PT0812,,,,TSN0821: Lou Lucier improved to 5-0 and hit 2-run HR as part of five run 8th inning.,Providence,Pawtucket,
8/11/1946,Sun,8:30pm,Providence,4,Pawtucket,2,,,BG March 17; TSN May 16,,,PJ0812 PT0812,,,,,Providence,Pawtucket,
8/11/1946,Sun,3pm,Lawrence,1,Lynn,5,,,BG March 17; TSN May 16,,PJ0812 PT0812 BG0812,,,,,TSN0821: Walker Cress 14th win in 17 starts,Lynn,Lawrence,
8/11/1946,Sun,2pm,Nashua,9,Portland,4,,Game1,BG March 17; TSN May 16,,PT0812 BG0812,NT0812,,,,,Nashua,Portland,
8/11/1946,Sun,,Nashua,5,Portland,1,7,Game2,,MAKEUP,PT0812 BG0812,NT0812,,,,Scheduled 7-inning game; BG0812 says only 355 attended the doubleheader and owner John J. Haley may need to surrender the franchise due to $4700 in debts.,Nashua,Portland,
8/11/1946,Sun,8:30pm,Fall River,1,Manchester,11,,,BG March 17; TSN May 16,,PT0812 BG0812,PJ0812 FR0812,,,,,Manchester,Fall River,
8/12/1946,Mon,8:30pm,Manchester,7,Providence,5,10,,BG March 17; TSN May 16,,PT0813 BG0813,PJ0813,,,,"From PJ0808 and PJ0812: Gus Niarhos to be honored. Played for Cranston Firesafes 1945 NE League Champs ""under the name of Gus Anderson.""",Manchester,Providence,
8/12/1946,Mon,,Pawtucket,,Nashua,,,,BG March 17; TSN May 16,REPLACED_WITH_PHILLIES_AT_PAWTUCKET,,,,,,"8:30pm Phillies won 7-5 (box score in PJ0813 PT0813) PT0813 tells story of 1000 kids tearing up bases and damaging scoreboard after baseballs were not thrown into stands as promised. NT0726 says that Pawtucket-Nashua game was moved to July 29. NT0809 says that Nashua wil play a ""local All-Star team"" at 8:30pm and mentions a practice at 6:30pm on 8/9 for ""all players in the city interested in playing against the Dodgers..."" NT0813 has box score of 5-4 win for Dodgers in 10 innings.",,,
8/12/1946,Mon,8:30pm,Lynn,2,Lawrence,10,,,BG March 17; TSN May 16,,PJ0813 PT0813 BG0813,,,,,,Lawrence,Lynn,
8/12/1946,Mon,5:45pm,Fall River,8,Portland,7,7,,BG March 17; TSN May 16,,PJ0813 PT0813 BG0813,,,,,Scheduled 7-inning game. PJ0813: Portland team purchased by 3 local businessmen. No box score in FR.,Fall River,Portland,
8/13/1946,Tue,7pm,Lynn,,Providence,,,Game1,BG March 17; TSN May 16,RAINEDOUT,,,Rain,,,,,,
8/13/1946,Tue,,Lynn,,Providence,,,Game2,,MAKEUP-RAINEDOUT,,,Rain,,,,,,
8/13/1946,Tue,6:30pm,Portland,,Nashua,,,Game1,BG March 17; TSN May 16,RAINEDOUT,,,Rain,,,,,,
8/13/1946,Tue,,Portland,,Nashua,,,Game2,,MAKEUP-RAINEDOUT,,,Rain,,,,,,
